Company,TypeName,Ram,OpSys,Weight,PPI,TouchScreen,IPS,CPU_brand,HDD,SSD,GPU_brand
Acer,Notebook,8,Windows,3.0,141.21199808219862,0,1,Intel Core i7,0,256,Nvidia
Acer,Notebook,12,Windows,2.15,141.21199808219862,1,1,Intel Core i7,1000,0,Intel
Lenovo,Notebook,8,Windows,1.95,141.21199808219862,0,1,Intel Core i7,0,256,Intel
Asus,Ultrabook,8,Windows,1.7,141.21199808219862,0,0,Intel Core i5,0,256,Nvidia
Lenovo,Gaming,16,Windows,2.5,141.21199808219862,0,1,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,8,Other,2.2,141.21199808219862,0,0,Intel Core i7,1000,0,Nvidia
Acer,Notebook,2,Other,2.19,100.45466986113651,0,0,Other Intel Processor,0,16,Intel
Asus,Gaming,8,Windows,3.0,127.33567457123111,0,0,Intel Core i7,1000,0,Nvidia
HP,Notebook,8,Windows,2.54,106.11306214269258,0,0,Intel Core i3,1000,0,Intel
Dell,Notebook,8,Windows,2.0,141.21199808219862,0,0,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,8,Windows,2.05,141.21199808219862,0,0,Intel Core i5,0,256,Intel
Lenovo,Gaming,8,Windows,3.2,141.21199808219862,0,1,Intel Core i7,1000,0,Nvidia
Acer,Notebook,8,Other,2.5,141.21199808219862,0,0,Intel Core i7,0,256,Nvidia
Dell,Workstation,16,Windows,3.42,127.33567457123111,0,0,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,6,Windows,2.4,141.21199808219862,0,0,AMD Processor,1000,0,AMD
Asus,Ultrabook,16,Windows,1.63,141.21199808219862,0,0,Intel Core i7,0,512,Nvidia
Asus,Notebook,4,Windows,1.3,111.93520355955211,0,0,Intel Core i3,0,128,Intel
Asus,Gaming,16,Windows,2.9,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,6,Windows,2.8,106.11306214269258,0,0,Intel Core i5,1000,0,Nvidia
Lenovo,Notebook,8,Other,2.2,100.45466986113651,0,0,Intel Core i5,2000,0,Nvidia
Asus,Gaming,8,Windows,2.5,141.21199808219862,0,0,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,4,Other,2.2,100.45466986113651,0,0,Other Intel Processor,1000,0,Intel
HP,2 in 1 Convertible,16,Windows,1.28,165.6321180513006,1,0,Intel Core i7,0,256,Intel
Toshiba,Notebook,8,Windows,2.2,141.21199808219862,0,1,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,8,Windows,2.3,141.21199808219862,0,0,Intel Core i5,1000,128,Nvidia
HP,Notebook,4,Windows,1.86,141.21199808219862,0,0,Intel Core i3,1000,0,Intel
Lenovo,Notebook,8,Windows,1.1,165.6321180513006,0,1,Intel Core i5,0,256,Intel
Dell,Ultrabook,16,Windows,1.21,331.2642361026012,1,1,Intel Core i7,0,1000,Intel
MSI,Gaming,16,Windows,2.8,141.21199808219862,0,1,Intel Core i7,1000,256,Nvidia
Acer,Notebook,8,Windows,2.23,141.21199808219862,0,0,AMD Processor,0,256,AMD
Asus,2 in 1 Convertible,2,Windows,1.1,135.0942111925629,1,0,Other Intel Processor,0,32,Intel
Dell,Notebook,8,Windows,2.33,141.21199808219862,0,0,Intel Core i5,1000,128,AMD
HP,2 in 1 Convertible,16,Windows,1.29,331.2642361026012,1,1,Intel Core i7,0,1000,Intel
Lenovo,Notebook,4,Other,1.45,117.82653006268643,0,0,Other Intel Processor,0,16,Intel
HP,Notebook,8,Windows,1.95,157.3505121487356,0,0,Intel Core i5,0,256,Intel
Acer,Notebook,4,Windows,1.4,135.0942111925629,0,0,Other Intel Processor,0,128,Intel
HP,Notebook,8,Windows,1.48,157.3505121487356,0,0,Intel Core i7,0,256,Intel
Lenovo,Notebook,4,Windows,2.79,106.11306214269258,0,0,Intel Core i5,1000,0,Nvidia
Asus,Notebook,8,Windows,2.0,157.3505121487356,0,0,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows,2.1,100.45466986113651,0,1,Intel Core i7,1000,0,Intel
Acer,Notebook,8,Windows,2.2,100.45466986113651,0,0,AMD Processor,0,256,AMD
Lenovo,Notebook,4,Windows,1.44,111.93520355955211,0,0,Other Intel Processor,0,32,Intel
Acer,Notebook,6,Windows,2.23,100.45466986113651,0,0,Intel Core i5,1000,0,Intel
Asus,Ultrabook,8,Windows,1.7,141.21199808219862,0,0,Intel Core i7,0,256,Nvidia
HP,Ultrabook,8,Windows,1.26,176.23257360658386,0,0,Intel Core i7,0,256,Intel
Dell,Notebook,32,Windows,2.06,282.42399616439724,1,0,Intel Core i7,0,1000,Nvidia
MSI,Gaming,8,Windows,2.7,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
Toshiba,Notebook,8,Windows,2.0,141.21199808219862,0,1,Intel Core i5,0,256,Intel
Asus,Notebook,8,Windows,2.0,157.3505121487356,0,0,Intel Core i7,1000,256,Intel
Lenovo,Notebook,4,Windows,1.85,141.21199808219862,0,0,Intel Core i3,1000,0,Intel
Asus,Gaming,8,Windows,2.5,141.21199808219862,0,0,Intel Core i7,0,256,Nvidia
HP,Notebook,8,Windows,1.48,157.3505121487356,0,0,Intel Core i5,0,256,Intel
Dell,Ultrabook,8,Windows,1.9,141.21199808219862,0,1,Intel Core i5,1000,128,Nvidia
HP,Notebook,8,Windows,1.84,141.21199808219862,0,0,Intel Core i5,0,256,Intel
Asus,Notebook,4,Other,2.0,100.45466986113651,0,0,Other Intel Processor,1000,0,Intel
Dell,Notebook,8,Windows,2.0,141.21199808219862,0,0,Intel Core i5,0,256,Nvidia
Dell,Notebook,4,Other,2.2,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
Lenovo,Notebook,12,Windows,2.2,141.21199808219862,0,0,AMD Processor,2000,0,AMD
HP,Notebook,8,Windows,2.1,141.21199808219862,0,1,Intel Core i3,1000,0,Nvidia
Lenovo,2 in 1 Convertible,16,Windows,1.4,316.96506044349616,1,1,Intel Core i7,0,512,Intel
Dell,Ultrabook,8,Windows,1.2,165.6321180513006,0,0,Intel Core i7,0,256,Intel
Lenovo,Gaming,16,Windows,2.4,141.21199808219862,0,1,Intel Core i7,2000,256,Nvidia
HP,Notebook,2,Windows,1.44,111.93520355955211,0,0,Other Intel Processor,0,32,Intel
Dell,Ultrabook,16,Windows,1.88,141.21199808219862,0,0,Intel Core i7,0,768,Intel
Asus,2 in 1 Convertible,4,Windows,1.5,135.0942111925629,1,0,Other Intel Processor,0,32,Intel
Dell,Ultrabook,8,Windows,1.9,141.21199808219862,0,0,Intel Core i5,1000,0,AMD
Dell,Notebook,16,Windows,2.06,282.42399616439724,1,0,Intel Core i7,0,512,Nvidia
HP,Notebook,8,Windows,1.84,141.21199808219862,0,0,Intel Core i7,0,256,Intel
MSI,Gaming,8,Windows,2.7,127.33567457123111,0,0,Intel Core i7,1000,128,Nvidia
HP,Workstation,8,Windows,2.6,141.21199808219862,0,0,Intel Core i7,0,256,Nvidia
Toshiba,Notebook,16,Windows,2.4,141.21199808219862,0,1,Intel Core i7,0,512,Nvidia
Dell,Notebook,8,Windows,2.02,141.21199808219862,0,0,Intel Core i7,2000,128,AMD
Lenovo,Notebook,4,Other,2.2,100.45466986113651,0,0,Other Intel Processor,1000,0,Intel
Dell,Gaming,8,Windows,2.65,141.21199808219862,0,0,Intel Core i5,1000,0,Nvidia
Dell,Notebook,8,Windows,2.36,100.45466986113651,1,0,Intel Core i5,2000,0,Intel
Dell,Notebook,8,Windows,1.36,157.3505121487356,0,0,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows,1.86,100.45466986113651,0,0,Intel Core i3,500,0,Intel
Asus,Notebook,8,Windows,2.0,157.3505121487356,0,0,Intel Core i5,0,256,Intel
Lenovo,Notebook,6,Windows,2.8,106.11306214269258,0,0,Intel Core i5,1000,128,Nvidia
HP,Notebook,8,Windows,1.86,141.21199808219862,0,0,Intel Core i5,1000,0,Intel
Lenovo,Notebook,8,Other,2.2,100.45466986113651,0,0,Intel Core i3,0,256,Nvidia
HP,Notebook,8,Windows,2.04,100.45466986113651,0,0,Other Intel Processor,2000,0,Intel
Dell,Notebook,8,Windows,2.8,127.33567457123111,0,0,Intel Core i5,1000,128,AMD
Lenovo,Gaming,8,Other,2.4,141.21199808219862,0,1,Intel Core i5,1000,128,Nvidia
Dell,Notebook,8,Windows,2.33,141.21199808219862,0,0,Intel Core i7,0,256,AMD
HP,Ultrabook,8,Windows,1.36,157.3505121487356,0,1,Intel Core i7,0,256,Intel
Asus,2 in 1 Convertible,12,Windows,2.26,141.21199808219862,1,0,Intel Core i7,2000,512,Nvidia
Acer,Notebook,4,Windows,2.1,100.45466986113651,0,0,AMD Processor,0,128,AMD
Asus,Gaming,16,Windows,3.25,127.33567457123111,0,1,AMD Processor,1000,256,AMD
Lenovo,Notebook,4,Windows,2.6,106.11306214269258,0,0,AMD Processor,0,128,AMD
Dell,2 in 1 Convertible,8,Windows,1.62,165.6321180513006,1,0,Intel Core i7,0,256,Intel
HP,Notebook,4,Windows,1.91,141.21199808219862,0,0,AMD Processor,0,256,AMD
Lenovo,Netbook,4,Windows,1.59,135.0942111925629,0,1,Other Intel Processor,0,128,Intel
Dell,Notebook,4,Windows,1.8,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
Asus,Notebook,4,Windows,1.5,111.93520355955211,0,0,Other Intel Processor,0,32,Intel
Acer,Notebook,8,Other,2.4,141.21199808219862,0,0,Intel Core i7,1000,0,Nvidia
HP,Gaming,8,Windows,3.35,127.33567457123111,0,1,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,4,Other,1.85,141.21199808219862,0,0,Intel Core i3,0,128,Intel
Asus,Gaming,8,Windows,2.3,141.21199808219862,0,1,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,8,Windows,1.5,157.3505121487356,0,1,Intel Core i5,0,256,Nvidia
Asus,Ultrabook,16,Windows,1.1,165.6321180513006,1,0,Intel Core i7,0,512,Intel
Lenovo,Ultrabook,8,Windows,1.13,209.8006828649808,0,1,Intel Core i7,0,512,Intel
Lenovo,Notebook,4,Windows,1.5,165.6321180513006,0,1,Intel Core i3,0,128,Intel
Dell,Workstation,8,Windows,2.23,141.21199808219862,0,0,Intel Core i5,500,0,AMD
Dell,Workstation,8,Windows,2.0,141.21199808219862,0,1,Intel Core i7,0,256,Nvidia
Lenovo,2 in 1 Convertible,16,Windows,1.42,209.8006828649808,1,0,Intel Core i7,0,512,Intel
Asus,Gaming,8,Windows,3.0,127.33567457123111,0,0,Intel Core i7,1000,0,Nvidia
Asus,Gaming,16,Windows,3.0,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
Acer,Notebook,12,Windows,2.2,100.45466986113651,0,1,Intel Core i5,1000,0,Nvidia
MSI,Gaming,8,Windows,2.7,127.33567457123111,0,0,Intel Core i7,0,256,Nvidia
Dell,Notebook,8,Other,2.33,141.21199808219862,0,0,Intel Core i7,0,256,AMD
HP,Ultrabook,4,Windows,1.91,141.21199808219862,0,0,AMD Processor,0,256,AMD
Lenovo,Notebook,8,Windows,2.1,141.21199808219862,0,1,Intel Core i7,0,256,AMD
Lenovo,Notebook,8,Windows,1.9,157.3505121487356,0,1,Intel Core i5,0,256,Intel
Dell,Workstation,8,Windows,1.78,282.42399616439724,1,0,Intel Core i7,0,256,Nvidia
Lenovo,Ultrabook,16,Windows,1.13,209.8006828649808,0,1,Intel Core i7,0,1000,Intel
Lenovo,Notebook,4,Windows,2.2,100.45466986113651,0,0,Other Intel Processor,1000,0,Intel
Asus,Gaming,16,Windows,2.9,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,8,Windows,2.1,141.21199808219862,0,1,Intel Core i5,1000,256,AMD
Acer,Notebook,8,Other,2.5,141.21199808219862,0,0,Intel Core i7,0,256,Nvidia
MSI,Gaming,16,Windows,2.8,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
Asus,Ultrabook,8,Windows,1.1,157.3505121487356,0,0,Intel Core i7,0,512,Intel
Toshiba,Ultrabook,16,Windows,1.2,165.6321180513006,0,0,Intel Core i7,0,512,Intel
Dell,Ultrabook,8,Windows,1.36,157.3505121487356,0,0,Intel Core i7,0,512,Intel
Lenovo,Notebook,4,Windows,2.2,141.21199808219862,0,0,Intel Core i3,500,0,Intel
Lenovo,Notebook,2,Windows,1.15,135.0942111925629,0,0,Other Intel Processor,0,32,Intel
Lenovo,Workstation,8,Windows,2.67,141.21199808219862,0,0,Intel Core i7,0,512,Nvidia
Lenovo,Ultrabook,8,Windows,1.7,209.8006828649808,0,1,Intel Core i7,0,512,Nvidia
HP,Notebook,4,Windows,2.1,141.21199808219862,0,0,Intel Core i3,1000,0,AMD
Acer,2 in 1 Convertible,8,Windows,1.6,165.6321180513006,1,1,Intel Core i7,0,256,Intel
Asus,2 in 1 Convertible,8,Windows,1.27,165.6321180513006,1,1,Intel Core i5,0,256,Intel
Dell,Notebook,4,Other,2.3,141.21199808219862,0,0,Intel Core i5,0,256,AMD
Dell,Notebook,4,Windows,1.65,117.82653006268643,0,0,Intel Core i3,0,128,Intel
HP,Ultrabook,8,Windows,1.43,157.3505121487356,0,0,Intel Core i7,0,256,Intel
Dell,Notebook,8,Windows,2.14,100.45466986113651,0,0,Intel Core i5,1000,0,Intel
Lenovo,Ultrabook,8,Windows,1.75,157.3505121487356,0,1,Intel Core i7,0,256,AMD
Lenovo,2 in 1 Convertible,16,Windows,2.0,282.42399616439724,1,1,Intel Core i7,0,512,Nvidia
Chuwi,Notebook,6,Windows,1.4,267.3384360344031,0,1,Other Intel Processor,0,64,Intel
HP,Notebook,8,Windows,2.31,141.21199808219862,0,0,Intel Core i7,0,256,Intel
Asus,Notebook,8,Other,2.3,141.21199808219862,0,0,Intel Core i3,1000,0,Nvidia
Dell,Gaming,16,Windows,4.42,169.78089942830815,0,1,Intel Core i7,1000,256,Nvidia
Dell,Gaming,8,Windows,2.62,141.21199808219862,0,1,Intel Core i7,1000,128,Nvidia
Dell,Notebook,8,Windows,2.02,141.21199808219862,0,0,Intel Core i7,2000,256,AMD
Dell,Ultrabook,8,Other,1.6,157.3505121487356,0,0,Intel Core i7,0,256,Intel
HP,Gaming,12,Windows,3.35,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
Mediacom,2 in 1 Convertible,4,Windows,1.16,189.90579052433606,1,1,Other Intel Processor,0,32,Intel
Samsung,Netbook,4,Other,1.15,135.0942111925629,0,0,Other Intel Processor,0,16,Intel
Lenovo,Notebook,8,Windows,1.4,165.6321180513006,0,1,Intel Core i7,0,256,Intel
Lenovo,Notebook,4,Windows,1.7,157.3505121487356,0,1,Intel Core i3,0,128,Intel
Lenovo,Workstation,16,Windows,2.3,282.42399616439724,0,1,Intel Core i7,0,512,Nvidia
Lenovo,Notebook,16,Windows,2.5,141.21199808219862,0,0,Intel Core i7,0,512,Nvidia
Asus,Gaming,8,Windows,3.2,127.33567457123111,0,0,AMD Processor,1000,256,AMD
HP,Notebook,4,Windows,2.1,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
Google,Ultrabook,16,Other,1.1,234.50740003017813,1,0,Intel Core i7,0,512,Intel
Lenovo,Ultrabook,24,Windows,1.32,209.8006828649808,0,0,Intel Core i7,0,512,Intel
Asus,Notebook,4,Other,2.0,141.21199808219862,0,0,Intel Core i5,0,256,Intel
Lenovo,Notebook,8,Windows,2.8,106.11306214269258,0,0,AMD Processor,1000,0,AMD
Dell,Notebook,4,Windows,2.2,141.21199808219862,0,0,Intel Core i5,0,256,AMD
Lenovo,Ultrabook,8,Windows,1.36,176.23257360658386,0,1,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,2.2,141.21199808219862,0,0,Other Intel Processor,0,128,Intel
HP,Gaming,8,Windows,2.2,141.21199808219862,0,1,Intel Core i7,1000,128,Nvidia
Dell,Notebook,8,Windows,1.64,157.3505121487356,0,0,Intel Core i5,0,256,Nvidia
Acer,Notebook,4,Other,2.4,100.45466986113651,0,0,Intel Core i5,500,0,Intel
Dell,Workstation,8,Windows,2.23,141.21199808219862,0,0,Other Intel Processor,1000,64,Nvidia
MSI,Gaming,8,Windows,2.2,141.21199808219862,0,0,Intel Core i5,0,256,Nvidia
Microsoft,Ultrabook,16,Windows,1.25,200.84255993695703,1,0,Intel Core i7,0,512,Intel
HP,Notebook,8,Windows,1.91,100.45466986113651,0,0,Intel Core i5,0,128,Intel
Dell,Workstation,16,Windows,2.17,141.21199808219862,0,1,Intel Core i7,0,256,Nvidia
HP,Workstation,8,Windows,2.31,141.21199808219862,0,1,Intel Core i7,0,512,Intel
Lenovo,Notebook,8,Windows,1.65,157.3505121487356,0,0,Intel Core i5,0,256,Intel
Dell,Notebook,8,Windows,2.36,141.21199808219862,0,0,Intel Core i7,1000,128,AMD
Dell,2 in 1 Convertible,4,Windows,1.47,135.0942111925629,1,0,Other Intel Processor,500,0,Intel
Dell,Notebook,8,Windows,4.42,127.33567457123111,0,1,Intel Core i7,1000,0,Nvidia
Microsoft,Ultrabook,4,Windows,1.252,200.84255993695703,1,0,Other Intel Processor,0,128,Intel
Microsoft,Ultrabook,8,Windows,1.25,200.84255993695703,1,0,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows,2.5,106.11306214269258,0,0,Intel Core i3,0,256,Intel
Acer,Notebook,4,Windows,2.23,141.21199808219862,0,0,Intel Core i3,1000,0,Nvidia
Acer,Netbook,4,Windows,1.4,135.0942111925629,0,0,Other Intel Processor,0,128,Intel
Asus,Notebook,8,Windows,2.37,141.21199808219862,0,0,Intel Core i5,1000,0,Intel
Lenovo,Notebook,8,Other,1.5,157.3505121487356,0,1,Intel Core i7,0,512,AMD
Lenovo,Notebook,8,Windows,2.67,141.21199808219862,0,0,Intel Core i7,0,256,Nvidia
Asus,Notebook,4,Windows,2.0,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
Acer,Notebook,4,Windows,2.2,100.45466986113651,0,0,Intel Core i3,500,0,Nvidia
Dell,Notebook,8,Windows,2.02,141.21199808219862,0,0,Intel Core i5,2000,0,AMD
HP,Gaming,12,Windows,3.78,127.33567457123111,0,1,Intel Core i7,1000,0,Nvidia
Lenovo,Ultrabook,12,Windows,1.4,209.8006828649808,0,1,Intel Core i7,0,256,Intel
HP,2 in 1 Convertible,8,Windows,1.29,331.2642361026012,1,1,Intel Core i7,0,512,Intel
HP,Notebook,8,Windows,1.9,141.21199808219862,0,0,Intel Core i5,500,0,AMD
Google,Ultrabook,8,Other,1.1,234.50740003017813,1,0,Intel Core i5,0,128,Intel
Dell,Ultrabook,8,Windows,1.42,165.6321180513006,1,0,Intel Core i5,0,256,Intel
Asus,Notebook,12,Windows,2.06,282.42399616439724,0,1,Intel Core i7,1000,128,Intel
Dell,Notebook,8,Windows,1.79,111.93520355955211,0,0,Intel Core i3,0,128,Intel
Dell,Workstation,8,Windows,1.78,141.21199808219862,0,0,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,8,Windows,1.7,157.3505121487356,0,0,Intel Core i5,0,180,Intel
Dell,Notebook,8,Windows,2.2,141.21199808219862,0,0,Intel Core i5,1000,0,AMD
Toshiba,Notebook,8,Windows,1.05,165.6321180513006,0,1,Intel Core i5,0,256,Intel
Dell,Notebook,8,Windows,2.16,141.21199808219862,0,1,Intel Core i7,0,512,Nvidia
Dell,Notebook,4,Windows,2.18,100.45466986113651,0,0,Intel Core i3,1000,0,Intel
HP,Notebook,4,Windows,1.49,165.6321180513006,0,1,Intel Core i5,0,128,Intel
Chuwi,Notebook,4,Windows,1.89,141.21199808219862,0,0,Other Intel Processor,0,64,Intel
Lenovo,Notebook,4,Windows,2.3,100.45466986113651,0,0,Intel Core i3,0,128,Intel
Lenovo,Notebook,8,Windows,1.75,157.3505121487356,0,1,Intel Core i5,0,256,Intel
Dell,Workstation,16,Windows,2.17,141.21199808219862,0,1,Intel Core i7,0,512,Nvidia
Dell,Notebook,16,Windows,2.06,141.21199808219862,0,0,Intel Core i7,0,512,Nvidia
Lenovo,Ultrabook,16,Windows,1.36,176.23257360658386,0,1,Intel Core i7,0,512,Intel
Asus,Ultrabook,16,Windows,0.91,176.23257360658386,0,0,Intel Core i7,0,512,Intel
Lenovo,Notebook,8,Windows,2.3,141.21199808219862,0,1,Intel Core i5,0,256,Nvidia
Toshiba,Ultrabook,32,Windows,1.05,165.6321180513006,1,0,Intel Core i7,0,512,Intel
Asus,Gaming,8,Windows,1.99,141.21199808219862,0,0,Intel Core i7,1000,128,Nvidia
Acer,Notebook,8,Windows,2.2,100.45466986113651,0,0,AMD Processor,1000,0,AMD
Asus,Gaming,24,Windows,4.33,127.33567457123111,1,1,Intel Core i7,1000,256,Nvidia
Lenovo,Ultrabook,8,Windows,1.3,125.36742798669837,0,1,Intel Core i5,0,180,Intel
Lenovo,Notebook,8,Windows,2.17,141.21199808219862,0,0,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows,1.48,157.3505121487356,0,0,Intel Core i7,0,1000,Intel
Lenovo,Notebook,8,Windows,1.4,165.6321180513006,0,1,Intel Core i3,0,256,Intel
Lenovo,Notebook,8,Windows,2.3,141.21199808219862,0,1,Intel Core i5,0,256,Intel
Asus,Netbook,4,Windows,1.2,135.0942111925629,0,0,Other Intel Processor,0,64,Intel
HP,Notebook,8,Windows,1.91,100.45466986113651,0,0,Intel Core i5,0,256,AMD
Lenovo,2 in 1 Convertible,8,Windows,1.4,158.48253022174808,1,1,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,2.1,111.93520355955211,0,0,Other Intel Processor,500,0,Intel
Lenovo,Netbook,4,Other,1.25,135.0942111925629,0,0,Other Intel Processor,0,16,Intel
Lenovo,Notebook,8,Windows,1.44,165.6321180513006,0,0,Intel Core i5,0,256,Intel
Asus,Notebook,8,Windows,2.0,141.21199808219862,0,0,Intel Core i7,1000,256,Intel
Acer,Notebook,4,Windows,2.2,141.21199808219862,0,1,Intel Core i5,1000,0,Nvidia
HP,Ultrabook,8,Windows,1.34,165.6321180513006,0,1,Intel Core i7,0,512,Intel
Lenovo,Gaming,8,Other,2.4,141.21199808219862,0,1,Intel Core i7,1000,256,Nvidia
Dell,Ultrabook,8,Windows,1.29,165.6321180513006,1,1,Intel Core i5,0,128,Intel
Acer,Notebook,4,Windows,2.2,141.21199808219862,0,0,Intel Core i7,500,0,Nvidia
Dell,Notebook,8,Windows,2.18,141.21199808219862,0,0,Intel Core i5,1000,0,Intel
Dell,Notebook,16,Windows,2.2,141.21199808219862,0,0,Intel Core i7,2000,256,AMD
Xiaomi,Notebook,16,Other,1.95,141.21199808219862,0,1,Intel Core i7,0,256,Nvidia
Asus,Netbook,2,Windows,1.1,135.0942111925629,0,0,Other Intel Processor,0,32,Intel
HP,Notebook,4,Windows,2.04,100.45466986113651,1,0,Intel Core i5,1000,0,Intel
Asus,Gaming,24,Windows,2.24,141.21199808219862,0,0,Intel Core i7,0,512,Nvidia
HP,Notebook,8,Windows,2.04,141.21199808219862,0,0,Intel Core i5,0,256,Nvidia
Asus,Gaming,16,Windows,3.0,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
Lenovo,Gaming,8,Windows,3.2,141.21199808219862,0,1,Intel Core i7,1000,256,Nvidia
HP,Ultrabook,8,Windows,1.32,165.6321180513006,0,1,Intel Core i7,0,256,Intel
Dell,Notebook,8,Windows,1.64,157.3505121487356,0,0,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows,1.63,100.45466986113651,0,0,Intel Core i3,0,128,Intel
Dell,Notebook,8,Other,2.8,127.33567457123111,0,1,Intel Core i5,1000,128,AMD
Lenovo,Notebook,8,Windows,2.02,157.3505121487356,0,0,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,2.2,141.21199808219862,0,0,Intel Core i7,1000,0,Nvidia
Lenovo,Notebook,8,Other,2.2,100.45466986113651,0,0,Intel Core i3,2000,0,Nvidia
Dell,Notebook,4,Windows,2.3,141.21199808219862,0,0,Intel Core i5,500,0,AMD
Dell,Notebook,8,Windows,1.9,141.21199808219862,0,0,Intel Core i5,0,256,Intel
Dell,Gaming,16,Windows,4.42,127.33567457123111,0,1,Intel Core i7,1000,128,Nvidia
Toshiba,Notebook,8,Windows,2.0,141.21199808219862,0,1,Intel Core i5,500,0,Intel
Asus,Notebook,8,Windows,2.0,282.42399616439724,0,1,Intel Core i7,1000,256,Nvidia
Mediacom,Notebook,4,Windows,1.2,165.6321180513006,0,1,Other Intel Processor,0,32,Intel
Asus,Gaming,8,Windows,2.3,141.21199808219862,0,1,Intel Core i5,1000,128,Nvidia
Dell,Notebook,8,Windows,1.93,141.21199808219862,0,0,Intel Core i7,0,256,Nvidia
Dell,Notebook,8,Windows,2.2,141.21199808219862,0,0,Intel Core i5,0,256,AMD
HP,Notebook,4,Windows,1.86,141.21199808219862,0,0,Other Intel Processor,0,256,Intel
HP,Gaming,12,Windows,2.62,127.33567457123111,0,0,Intel Core i7,1000,0,Nvidia
Lenovo,Notebook,8,Windows,1.87,157.3505121487356,0,1,Intel Core i7,0,256,Nvidia
Dell,Ultrabook,8,Windows,1.2,276.053530085501,1,0,Intel Core i7,0,256,Intel
Dell,Notebook,4,Windows,1.6,157.3505121487356,0,0,Intel Core i3,0,128,Intel
HP,Ultrabook,8,Windows,1.34,276.053530085501,0,1,Intel Core i7,0,256,Intel
Acer,Gaming,8,Other,2.4,141.21199808219862,0,0,Intel Core i5,1000,0,Nvidia
Asus,Notebook,4,Windows,2.0,100.45466986113651,0,0,AMD Processor,500,0,AMD
HP,Notebook,4,Windows,2.1,141.21199808219862,0,0,Intel Core i3,0,128,Intel
Lenovo,Notebook,4,Windows,1.87,157.3505121487356,0,0,Intel Core i5,500,0,Intel
Lenovo,Notebook,4,Other,2.15,141.21199808219862,0,0,Intel Core i5,1000,0,Intel
HP,Notebook,4,Windows,1.86,141.21199808219862,0,0,Intel Core i3,500,0,Intel
Lenovo,Notebook,8,Windows,1.99,141.21199808219862,0,1,Intel Core i7,0,512,Intel
Lenovo,Notebook,4,Windows,2.2,141.21199808219862,0,0,Intel Core i3,0,128,Intel
Dell,Notebook,8,Windows,1.9,141.21199808219862,0,0,Intel Core i5,0,256,Intel
Dell,Gaming,16,Windows,4.42,127.33567457123111,0,1,Intel Core i7,1000,256,Nvidia
HP,Notebook,8,Windows,2.65,106.11306214269258,0,0,Intel Core i3,1000,0,Intel
HP,Notebook,8,Windows,2.63,127.33567457123111,0,0,Intel Core i7,1000,0,Nvidia
Asus,Notebook,4,Other,2.0,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
Mediacom,Notebook,4,Windows,1.35,165.6321180513006,0,1,Other Intel Processor,0,32,Intel
Lenovo,Notebook,6,Windows,2.8,106.11306214269258,0,0,Intel Core i7,1000,128,Nvidia
HP,Notebook,6,Windows,1.91,141.21199808219862,0,1,AMD Processor,0,128,AMD
Dell,Notebook,4,Windows,2.18,100.45466986113651,0,0,Intel Core i3,1000,0,AMD
Acer,2 in 1 Convertible,4,Windows,1.25,189.90579052433606,1,1,Other Intel Processor,0,32,Intel
Lenovo,Notebook,4,Windows,2.05,141.21199808219862,0,0,Intel Core i3,0,128,Intel
HP,Ultrabook,16,Windows,1.16,276.053530085501,1,1,Other Intel Processor,0,512,Intel
Lenovo,Notebook,8,Windows,3.4,127.33567457123111,0,1,Intel Core i7,0,256,Nvidia
Asus,Notebook,8,Windows,2.5,141.21199808219862,0,0,Intel Core i5,1000,128,Nvidia
Dell,Ultrabook,8,Windows,1.21,331.2642361026012,1,1,Intel Core i5,0,128,Intel
Dell,Notebook,4,Windows,1.93,100.45466986113651,0,0,Intel Core i5,500,0,Intel
